ProductID,ProductName,Category,Price
347,Tool D A,Furniture,
330,Item B B,,395.65
803,Tool A D,Gadgets,74.58
862,Device E B,Tools,38.45
718,Device E A,Appliances,151.05
522,Item A B,Electronics,151.55
263,Gadget B C,Furniture,128.15
654,Tool B E,Electronics,261.91
636,Item C E,Furniture,192.94
104,Gadget C B,Tools,239.22
336,Item A C,Gadgets,13.23
307,Tool D D,Electronics,487.62
313,Gadget D A,Appliances,410.27
284,Widget D A,Gadgets,132.17
187,Tool E D,Tools,245.95
776,Widget B B,Electronics,188.08
644,Item A D,Appliances,330.61
334,Widget E B,Appliances,323.17
632,Tool A B,Gadgets,
457,Item B E,Electronics,129.57
140,Device A D,Furniture,449.68
683,Item A E,Electronics,14.67
810,Item C B,Electronics,165.18
646,Device E B,Electronics,441.46
254,Device B E,Appliances,422.15
469,Gadget E C,,138.14
860,Tool D C,Tools,403.49
591,Widget E D,Tools,420.13
149,Tool A B,Gadgets,36.05
825,Tool B E,Appliances,464.12
527,Device E D,Furniture,190.44
783,Tool E D,Gadgets,306.17
876,Gadget E D,Appliances,459.7
155,Tool B B,Appliances,202.51
637,Tool C E,Electronics,324.99
563,Tool C C,Gadgets,121.65
781,Widget C B,Appliances,72.69
131,Widget A C,Furniture,205.18
275,Gadget E D,Gadgets,444.67
653,Tool A C,Tools,422.1
668,Widget E A,Electronics,465.87
749,Widget E B,Tools,442.71
750,Device D E,Appliances,54.8
770,Gadget A E,Gadgets,392.82
666,Gadget B C,Appliances,
816,Widget E A,Appliances,450.63
793,Item A B,Furniture,69.11
714,Device E A,Furniture,215.42
528,Widget E B,Electronics,497.92
139,Device E E,Appliances,286.21
844,Item C A,Tools,429.94
508,Device C D,Tools,127.67
415,Item A A,Appliances,321.16
767,Tool D B,Gadgets,158.56
728,Item E C,Tools,408.0
871,Gadget E A,Appliances,109.61
255,Widget C C,Appliances,413.7
588,Item A A,,320.85
297,Widget A D,,347.87
569,Gadget B B,Electronics,249.55
714,Device E A,Furniture,215.42
435,Gadget A E,Gadgets,341.93
263,Gadget B C,Furniture,128.15
743,Gadget C C,Gadgets,77.62
717,Gadget C E,Appliances,
596,Tool E C,Gadgets,368.36
319,Item C B,Gadgets,7.37
226,Gadget C B,Tools,315.47
142,Item B B,,317.98
136,Gadget D D,Tools,303.28
657,Gadget C E,Gadgets,19.52
620,Item A D,Tools,375.29
773,Gadget D D,Furniture,422.65
392,Item C E,,476.91
152,Device A B,Tools,51.07
607,Tool A D,Appliances,174.7
213,Gadget D C,Tools,101.79
502,Widget E B,Electronics,28.07
196,Item C B,Appliances,249.36
624,Device B D,Gadgets,453.54
442,Device C A,Electronics,148.56
353,Device E C,,19.12
774,Device E E,,269.7
830,Item C B,Appliances,207.22
587,Widget E C,Furniture,
514,Item E A,Furniture,273.94
687,Item B B,Furniture,193.69
512,Gadget E C,Furniture,494.82
545,Device E A,,71.23
249,Gadget B C,Appliances,439.06
188,Tool D E,,148.81
724,Tool B A,Furniture,365.23
311,Gadget D D,Electronics,57.73
503,Tool D C,Gadgets,235.62
684,Device E D,Gadgets,191.01
268,Gadget C E,Electronics,23.39
284,Widget D A,Gadgets,132.17
817,Tool C D,Gadgets,318.44
543,Device A C,Electronics,303.7
560,Widget A E,Tools,499.04
371,Gadget C D,Electronics,457.05
387,Item A B,Appliances,238.09
229,Tool E E,Appliances,123.25
582,Device C B,Tools,98.24
858,Gadget E E,Tools,405.56
609,Widget B B,Appliances,461.79
370,Gadget B A,Furniture,382.31
562,Item D A,Gadgets,425.57
351,Widget A C,Tools,40.35
831,Item D E,Appliances,271.24
327,Item D A,Tools,293.22
375,Device C D,,474.9
373,Widget E C,Furniture,294.87
266,Tool B C,Gadgets,242.17
737,Item A B,Tools,287.68
281,Widget A D,Furniture,164.57
861,Device B B,Tools,96.98
495,Gadget E E,Electronics,80.77
351,Widget A C,Tools,40.35
117,Widget D E,Tools,406.18
340,Gadget D A,Furniture,406.47
145,Tool C C,Tools,415.91
422,Device A A,Appliances,231.68
126,Tool A A,Tools,12.51
843,Item E D,Tools,12.57
853,Widget E E,Electronics,368.25
494,Device E A,Gadgets,411.06
554,Tool E D,Appliances,407.19
787,Device B B,Furniture,455.21
729,Item D E,Electronics,
316,Device D E,Tools,429.53
595,Gadget D D,Furniture,332.86
203,Item D B,Electronics,225.79
306,Device E D,Gadgets,85.38
628,Item E A,Tools,291.21
531,Widget E E,Appliances,23.42
273,Item D D,,336.81
448,Gadget A E,Furniture,313.8
328,Item A B,Furniture,55.92
231,Widget A C,Tools,188.35
537,Tool A B,Furniture,492.94
536,Widget D D,Appliances,129.34
654,Tool B E,Electronics,261.91
443,Device D D,,144.34
367,Item E E,Appliances,16.82
489,Widget C A,Electronics,416.69
269,Widget B D,Gadgets,427.51
511,Device A E,Gadgets,40.78
881,Item B C,Appliances,356.08
374,Device D A,Gadgets,297.1
286,Tool C A,Appliances,339.82
716,Widget E D,Furniture,257.63
675,Widget C D,Appliances,71.01
156,Device E A,Gadgets,
323,Device B D,Gadgets,459.51
665,Tool C B,Appliances,37.68
335,Tool E B,,34.99
747,Tool D E,Appliances,393.94
477,Gadget D B,Appliances,485.03
890,Gadget E E,Appliances,70.04
134,Gadget E B,Tools,313.0
473,Gadget C E,Electronics,86.16
238,Item B A,Gadgets,193.58
205,Device B D,Furniture,229.07
773,Gadget D D,Furniture,422.65
789,Widget E A,Appliances,116.47
218,Gadget E E,,246.91
785,Tool A B,Gadgets,119.43
821,Gadget E B,Gadgets,103.72
433,Item E B,Electronics,389.18
460,Gadget A A,Electronics,93.95
223,Device C D,Tools,405.89
272,Tool C E,,218.41
572,Item A B,Appliances,409.84
811,Widget C C,Gadgets,143.78
667,Widget C A,Electronics,240.27
328,Item A B,Furniture,55.92
169,Gadget D C,Electronics,34.61
718,Device E A,Appliances,151.05
178,Widget C C,Gadgets,80.14
505,Gadget B A,Gadgets,493.53
293,Item A C,Appliances,109.68
769,Gadget B B,,216.41
739,Tool E E,Electronics,290.78
459,Item A A,Appliances,462.44
779,Widget C E,Electronics,312.1
464,Item D E,Electronics,72.57
463,Device E B,Tools,282.61
427,Item E E,Furniture,69.72
854,Gadget A D,,215.37
896,Item D A,Appliances,264.82
709,Item C D,Tools,425.82
766,Widget B B,Electronics,86.08
490,Item E D,Gadgets,479.75
754,Item B E,Electronics,429.22
836,Tool B E,Gadgets,487.97
682,Tool C E,Electronics,154.04
869,Item C A,Electronics,317.24
168,Item C A,Gadgets,188.26
426,Widget C B,Gadgets,235.28
692,Device B D,,496.14
398,Tool E B,Gadgets,162.98
484,Tool D B,Tools,203.23
760,Device B B,,284.1
130,Item A B,Tools,154.04
285,Device D C,Tools,230.64
800,Device C E,Gadgets,386.56
337,Widget E C,Appliances,210.7
193,Item C E,Gadgets,274.7
702,Item D D,Electronics,476.04
751,Device B B,Furniture,30.43
606,Item C C,Appliances,68.76
265,Gadget B E,Gadgets,203.32
715,Tool B A,Appliances,373.34
555,Device A A,Appliances,150.9
401,Tool C E,Tools,115.99
103,Item B D,Appliances,207.86
108,Device D D,Furniture,53.45
211,Widget D B,Electronics,466.96
128,Widget C E,Electronics,57.6
141,Widget D C,Appliances,95.12
259,Item C A,Electronics,146.84
215,Tool E B,Furniture,34.02
648,Widget C E,Furniture,61.21
647,Device E D,Furniture,180.47
857,Device C A,Electronics,192.16
612,Device D B,Electronics,361.42
606,Item C C,Appliances,68.76
250,Device E A,Tools,443.49
243,Item E D,Appliances,74.02
758,Device E C,Gadgets,490.97
125,Item D D,,335.42
836,Tool B E,Gadgets,487.97
621,Device B C,Appliances,202.92
348,Widget D B,Furniture,65.8
264,Device C D,Electronics,305.38
658,Widget C D,Appliances,351.31
700,Widget B E,Gadgets,
209,Widget D A,Tools,329.61
664,Widget C C,Tools,232.72
661,Gadget C A,Electronics,375.77
878,Tool D C,Tools,309.77
455,Item A C,Gadgets,489.74
242,Gadget B C,Furniture,284.09
483,Tool C A,,97.14
120,Gadget B C,Appliances,346.19
278,Gadget C C,Electronics,486.9
349,Tool C C,,286.08
244,Tool C E,Tools,152.56
761,Tool C A,Furniture,76.81
824,Device D A,Appliances,12.45
220,Widget A A,Gadgets,150.51
723,Tool E D,Appliances,161.54
686,Device B A,Appliances,366.86
604,Gadget A C,Tools,109.22
557,Device C B,,219.53
618,Gadget C D,Furniture,208.4
167,Device A D,Electronics,297.01
290,Device C E,,
246,Tool B C,Tools,381.52
363,Gadget C D,Tools,161.99
732,Item B C,Tools,454.64
755,Device C D,Gadgets,58.78
812,Widget A C,Tools,235.16
840,Tool E A,Tools,139.62
493,Item D C,Tools,
390,Gadget A B,Electronics,499.38
745,Gadget A A,Electronics,278.98
453,Device D A,Furniture,416.47
204,Device D C,Electronics,165.97
592,Item C E,Gadgets,452.35
579,Widget D D,Tools,471.27
655,Widget E E,Electronics,437.74
711,Device B C,Electronics,166.53
584,Tool A C,Gadgets,313.36
446,Widget C D,Tools,46.42
538,Item E A,,158.47
388,Item E D,Appliances,487.47
434,Item A C,Electronics,338.36
465,Item A D,Furniture,269.42
638,Tool E E,Gadgets,436.16
107,Gadget A D,Furniture,
794,Item C E,,180.03
222,Tool D A,Electronics,273.94
634,Widget C D,Tools,44.33
763,Tool A A,Gadgets,73.64
693,Gadget B C,Tools,200.11
564,Tool E E,,
202,Device B A,Gadgets,336.88
171,Widget B B,Electronics,296.09
465,Item A D,Furniture,269.42
649,Tool D C,,450.01
468,Widget D E,Gadgets,397.97
342,Tool D A,,320.73
614,Item D D,Tools,12.62
181,Item C E,Gadgets,291.68
759,Gadget A D,Gadgets,259.5
121,Tool D D,Tools,171.05
440,Device C B,Tools,424.76
162,Tool A C,Gadgets,
885,Widget C B,Appliances,237.0
671,Device A A,Furniture,450.03
314,Widget C B,Tools,371.07
365,Item C E,,47.76
814,Tool A A,Electronics,235.36
419,Widget A E,Tools,324.39
697,Device D D,,18.36
586,Gadget B B,Gadgets,
224,Gadget D A,Electronics,58.13
145,Tool C C,Tools,415.91
212,Widget D B,Electronics,440.58
735,Widget A B,Electronics,231.81
118,Gadget B C,Appliances,39.2
323,Device B D,Gadgets,459.51
266,Tool B C,Gadgets,242.17
520,Gadget E C,Electronics,132.37
361,Device A D,,304.95
362,Device A D,Gadgets,121.46
243,Item E D,Appliances,74.02
882,Tool A A,Tools,68.26
665,Tool C B,Appliances,37.68
331,Device C C,Electronics,352.58
359,Tool D B,Electronics,38.51
303,Device B B,Electronics,447.92
549,Device A D,Gadgets,483.52
423,Device C D,Electronics,144.79
797,Tool E D,,277.28
594,Item A A,Electronics,310.79
248,Widget A D,Gadgets,8.43
403,Tool D D,Electronics,490.17
221,Gadget C C,Electronics,96.91
452,Gadget C E,Furniture,334.4
163,Widget A A,Furniture,339.29
552,Item E B,Electronics,158.4
176,Widget D A,Appliances,406.19
765,Item C A,Electronics,140.59
526,Gadget B B,Furniture,302.98
271,Widget C B,Electronics,306.03
681,Item B C,Electronics,
339,Widget D C,Furniture,214.37
437,Device A C,Gadgets,46.06
560,Widget A E,Tools,499.04
202,Device B A,Gadgets,336.88
122,Device E C,Gadgets,136.57
135,Widget A C,Electronics,150.53
891,Tool D D,,109.41
699,Item D B,Appliances,291.57
722,Tool C A,Electronics,291.94
868,Tool C C,Appliances,72.92
708,Tool B C,Gadgets,299.22
153,Tool D B,Appliances,114.15
390,Gadget A B,Electronics,499.38
412,Item A A,Tools,263.68
838,Widget E C,Appliances,449.47
712,Gadget D A,Furniture,190.25
775,Gadget C A,Appliances,189.1
825,Tool B E,Appliances,464.12
292,Gadget C D,,440.48
546,Device D D,Tools,124.71
705,Gadget E D,Furniture,271.27
611,Gadget A B,Gadgets,164.18
599,Gadget D D,Appliances,317.75
245,Tool D A,,374.2
146,Gadget B A,Tools,217.79
479,Widget B E,Electronics,322.66
166,Item A E,Furniture,431.03
786,Item A A,Appliances,200.23
724,Tool B A,Furniture,365.23
820,Widget D D,Furniture,
462,Device A A,,150.77
515,Widget C B,Gadgets,
549,Device A D,Gadgets,483.52
129,Widget A A,Tools,471.89
291,Device A D,Appliances,51.21
256,Widget A B,Tools,126.86
617,Device C B,Tools,325.52
809,Tool B E,Electronics,48.42
412,Item A A,Tools,263.68
581,Widget D C,Tools,189.67
674,Tool D B,Furniture,185.93
298,Widget D E,Appliances,49.46
421,Widget C B,Tools,
742,Tool E E,Electronics,494.84
439,Device C E,,350.19
519,Gadget C B,Tools,154.2
565,Item D D,Gadgets,15.89
148,Tool D C,Gadgets,301.16
295,Item C B,Electronics,113.65
389,Tool A D,Tools,130.18
160,Device B A,Gadgets,478.71
518,Item B A,Electronics,244.9
607,Tool A D,Appliances,174.7
505,Gadget B A,Gadgets,493.53
678,Item A A,Appliances,380.77
471,Tool C E,Gadgets,134.12
795,Device E D,Appliances,312.12
819,Tool E D,,235.2
864,Gadget D A,Furniture,492.5
240,Item E E,Electronics,38.61
301,Item A B,,455.08
815,Widget A B,Appliances,153.74
551,Device D B,Tools,445.05
362,Device A D,Gadgets,121.46
604,Gadget A C,Tools,109.22
886,Item C E,Furniture,204.33
462,Device A A,,150.77
528,Widget E B,Electronics,497.92
741,Gadget C E,Furniture,132.08
772,Item D C,Tools,416.46
782,Tool E E,,198.39
525,Tool A A,Tools,169.53
195,Widget A A,Tools,269.69
669,Gadget C D,Electronics,215.82
784,Device A A,,160.31
149,Tool A B,Gadgets,36.05
603,Gadget D E,Appliances,312.36
199,Gadget A D,Gadgets,80.72
354,Gadget A D,Gadgets,32.98
677,Tool D C,Tools,135.47
461,Widget B D,,282.68
884,Item E C,Gadgets,133.52
208,Gadget C D,Electronics,382.6
602,Gadget A A,Gadgets,376.34
165,Item D B,Electronics,339.68
394,Gadget C A,Furniture,339.91
182,Item E C,Electronics,206.01
237,Widget D E,Furniture,368.16
756,Item D A,Gadgets,472.84
839,Tool A D,Appliances,400.84
712,Gadget D A,Furniture,190.25
119,Gadget D E,,415.09
544,Item B E,Gadgets,137.67
180,Item E D,Appliances,103.21
610,Device A A,Gadgets,287.44
578,Item E C,Electronics,206.18
788,Widget E C,Gadgets,182.41
613,Gadget B B,Appliances,6.74
327,Item D A,Tools,293.22
440,Device C B,Tools,424.76
808,Device E A,Appliances,6.01
216,Device D B,Furniture,439.73
847,Gadget B D,Electronics,394.97
320,Device D C,Electronics,74.13
733,Device D B,,238.6
497,Device E C,Furniture,438.89
561,Device B A,Electronics,95.48
492,Device B E,Appliances,265.28
418,Item B D,Appliances,165.74
143,Gadget A A,Tools,384.86
368,Gadget D E,Gadgets,292.9
883,Widget A C,Gadgets,19.32
670,Item B E,Furniture,479.87
296,Device D E,Furniture,377.99
275,Gadget E D,Gadgets,444.67
177,Gadget B C,Tools,363.82
804,Item C B,,410.22
245,Tool D A,,374.2
698,Item D A,Appliances,245.2
827,Widget E C,Electronics,497.71
542,Gadget E E,,372.82
184,Item E A,Gadgets,184.87
283,Device C A,Tools,179.96
707,Item E D,Tools,30.04
548,Device B E,Gadgets,256.19
787,Device B B,Furniture,455.21
456,Tool D E,Gadgets,386.95
104,Gadget C B,Tools,239.22
630,Tool B D,Electronics,135.2
428,Gadget E C,Furniture,243.05
246,Tool B C,Tools,381.52
358,Item D D,Electronics,185.8
500,Device C A,Gadgets,83.09
372,Tool C D,Tools,26.1
260,Tool D B,Gadgets,401.45
382,Widget B C,Electronics,18.23
236,Gadget E E,Electronics,48.74
125,Item D D,,335.42
380,Tool E A,Furniture,335.79
112,Device C B,Tools,30.26
444,Device E B,Gadgets,474.87
320,Device D C,Electronics,74.13
516,Gadget A A,Electronics,228.59
792,Widget B B,Appliances,314.91
780,Tool C A,Gadgets,460.59
250,Device E A,Tools,443.49
485,Device D D,Gadgets,70.28
416,Tool E B,Gadgets,373.03
787,Device B B,Furniture,455.21
466,Widget E A,Gadgets,66.89
406,Widget A E,Appliances,237.1
487,Gadget A A,Appliances,313.31
720,Device D B,Electronics,406.71
310,Item E E,Gadgets,129.81
232,Device D A,,426.26
691,Gadget E E,Electronics,280.56
397,Device B E,,167.03
826,Widget A B,Tools,242.61
274,Widget A C,Tools,394.54
303,Device B B,Electronics,447.92
551,Device D B,Tools,445.05
384,Tool A B,Electronics,86.47
315,Tool E B,Appliances,343.46
746,Device B B,Furniture,59.06
547,Gadget D E,Appliances,82.54
385,Item A C,,284.54
228,Widget E A,Appliances,158.57
144,Widget A A,Furniture,96.06
498,Tool E A,,240.48
850,Device C C,Tools,433.61
432,Tool A C,Electronics,230.09
719,Widget B C,Electronics,289.19
888,Device D C,Tools,102.0
430,Widget A C,Appliances,365.14
644,Item A D,Appliances,330.61
169,Gadget D C,Electronics,34.61
133,Widget A B,Appliances,33.21
696,Tool D D,Tools,385.91
318,Item C E,,172.77
546,Device D D,Tools,124.71
727,Device A C,Electronics,462.46
299,Widget A C,Electronics,
521,Tool C B,Gadgets,289.99
712,Gadget D A,Furniture,190.25
234,Device D A,Tools,333.97
574,Device A A,Furniture,102.5
153,Tool D B,Appliances,114.15
180,Item E D,Appliances,103.21
529,Gadget B C,Tools,78.53
387,Item A B,Appliances,238.09
728,Item E C,Tools,408.0
578,Item E C,Electronics,206.18
230,Device E D,Tools,27.75
458,Device B B,Gadgets,19.25
704,Device B D,Gadgets,32.74
472,Gadget E B,Tools,199.44
744,Widget E B,Electronics,43.29
672,Gadget D E,Gadgets,90.71
791,Device A B,Appliances,228.11
710,Gadget B B,Electronics,6.17
640,Gadget A A,Appliances,336.11
597,Widget C E,Furniture,99.37
456,Tool D E,Gadgets,386.95
598,Widget B A,Gadgets,205.23
128,Widget C E,Electronics,57.6
322,Device D B,,322.34
295,Item C B,Electronics,113.65
454,Tool A A,Furniture,290.0
818,Item E A,Appliances,199.28
123,Gadget B A,Gadgets,37.53
215,Tool E B,Furniture,34.02
369,Widget E D,Appliances,47.99
567,Device B B,Appliances,
207,Gadget D B,Gadgets,188.67
133,Widget A B,Appliances,33.21
371,Gadget C D,Electronics,457.05
651,Tool E C,Electronics,231.94
530,Device E B,Gadgets,164.58
332,Tool D A,Tools,60.0
543,Device A C,Electronics,303.7
355,Widget B D,,343.71
623,Device C D,Electronics,200.77
808,Device E A,Appliances,6.01
357,Tool E D,Tools,
124,Widget D E,Tools,387.97
435,Gadget A E,Gadgets,341.93
233,Item E A,Tools,95.84
436,Device C C,Furniture,190.5
509,Device D B,Appliances,451.55
161,Gadget D A,Tools,87.33
804,Item C B,,410.22
806,Gadget E D,Electronics,213.93
280,Widget B A,Gadgets,473.92
689,Tool A E,Electronics,450.65
100,Widget D A,,233.25
219,Item B D,Electronics,125.02
114,Item D B,Furniture,395.68
786,Item A A,Appliances,200.23
894,Item A E,Electronics,153.39
383,Gadget E A,Tools,119.95
378,Tool E E,Tools,262.86
315,Tool E B,Appliances,343.46
344,Device A C,Appliances,55.21
366,Gadget B A,Electronics,207.5
109,Widget E C,Tools,411.64
533,Device E D,Appliances,157.78
389,Tool A D,Tools,130.18
516,Gadget A A,Electronics,228.59
175,Gadget B A,Gadgets,76.16
582,Device C B,Tools,98.24
438,Device D D,Appliances,124.73
424,Tool C B,Tools,353.06
351,Widget A C,Tools,40.35
192,Device A A,Appliances,379.28
325,Gadget E C,Furniture,375.22
583,Gadget D D,Gadgets,203.03
116,Device D C,Tools,63.47
530,Device E B,Gadgets,164.58
656,Device C E,,371.53
895,Widget E B,Appliances,179.16
102,Item C D,Gadgets,279.4
317,Item C C,Furniture,184.95
127,Device B A,Furniture,314.56
570,Item E D,Electronics,163.7
441,Gadget D D,,193.83
510,Device A C,Tools,418.81
209,Widget D A,Tools,329.61
846,Device E E,Tools,153.43
726,Gadget E C,Gadgets,307.54
397,Device B E,,167.03
491,Gadget A E,Appliances,227.03
837,Gadget C B,Furniture,174.37
436,Device C C,Furniture,190.5
162,Tool A C,Gadgets,
725,Tool D B,Gadgets,47.48
413,Item C A,Appliances,480.27
615,Device E C,Gadgets,117.91
847,Gadget B D,Electronics,394.97
743,Gadget C C,Gadgets,77.62
740,Widget E D,Gadgets,36.58
417,Tool E E,Furniture,201.35
872,Tool C D,Electronics,465.22
429,Device D D,Furniture,427.35
322,Device D B,,322.34
176,Widget D A,Appliances,406.19
566,Item D E,Appliances,106.28
168,Item C A,Gadgets,188.26
559,Item E E,Electronics,445.0
454,Tool A A,Furniture,290.0
252,Gadget E A,Furniture,425.63
616,Item B A,Appliances,214.85
220,Widget A A,Gadgets,150.51
660,Tool D A,Appliances,10.62
225,Device B D,Gadgets,108.92
732,Item B C,Tools,454.64
404,Gadget D E,Furniture,432.88
377,Device D B,Electronics,382.53
829,Device B C,Furniture,494.61
823,Tool A B,Electronics,263.32
636,Item C E,Furniture,192.94
183,Item C E,Gadgets,479.18
267,Tool C D,Gadgets,285.35
845,Widget D D,Appliances,176.0
499,Widget E D,Tools,
520,Gadget E C,Electronics,132.37
883,Widget A C,Gadgets,19.32
777,Tool B C,Appliances,338.42
161,Gadget D A,Tools,87.33
166,Item A E,Furniture,431.03
114,Item D B,Furniture,395.68
608,Item C C,Appliances,488.86
372,Tool C D,Tools,26.1
172,Widget C D,Electronics,477.79
869,Item C A,Electronics,317.24
274,Widget A C,Tools,394.54
622,Gadget B D,Appliances,62.32
782,Tool E E,,198.39
227,Item C C,Gadgets,6.64
796,Tool B B,Electronics,123.56
859,Widget E E,Electronics,447.97
496,Item E D,Furniture,72.12
359,Tool D B,Electronics,38.51
527,Device E D,Furniture,190.44
706,Item C D,Gadgets,244.84
296,Device D E,Furniture,377.99
511,Device A E,Gadgets,40.78
166,Item A E,Furniture,431.03
501,Widget E A,,167.86
482,Device D C,Appliances,459.1
102,Item C D,Gadgets,279.4
305,Item B A,Electronics,
875,Item A C,Electronics,101.92
550,Gadget C C,Furniture,24.52
801,Gadget D B,Furniture,277.4
865,Tool A A,Electronics,
431,Item D B,Electronics,466.32
356,Tool E D,Appliances,327.6
445,Widget E D,Electronics,
191,Gadget E E,Tools,455.75
874,Widget D E,Furniture,147.26
524,Widget D E,,141.5
600,Item B C,Tools,94.19
658,Widget C D,Appliances,351.31
543,Device A C,Electronics,303.7
292,Gadget C D,,440.48
113,Item E D,Electronics,119.75
734,Item B E,Tools,272.55
690,Device E E,Tools,
360,Widget D D,Furniture,105.61
695,Item C A,,282.25
892,Item C E,Furniture,389.84
642,Gadget A B,Appliances,333.02
411,Widget C A,Appliances,
771,Gadget D B,Electronics,386.6
346,Tool D E,,492.3
451,Device B A,Electronics,100.03
152,Device A B,Tools,51.07
835,Widget C D,Electronics,309.38
487,Gadget A A,Appliances,313.31
304,Device C B,Tools,358.23
147,Device A D,Furniture,382.73
776,Widget B B,Electronics,188.08
222,Tool D A,Electronics,273.94
467,Device E D,Appliances,479.2
350,Gadget B C,Electronics,334.07
253,Item B A,Tools,221.94
679,Widget E E,Appliances,
482,Device D C,Appliances,459.1
338,Widget B D,Gadgets,446.71
429,Device D D,Furniture,427.35
643,Device D D,,465.5
383,Gadget E A,Tools,119.95
294,Item B A,Gadgets,177.34
842,Item C C,Electronics,151.82
558,Widget B B,Electronics,499.09
555,Device A A,Appliances,150.9
688,Gadget A B,Tools,474.1
532,Gadget D B,Electronics,170.12
